child_anonim;group;match;crawling_age;walking_age;babbling_age
773;Bilinguals;match1;11;13;7
777;Bilinguals;match1;NA;NA;NA
801;Bilinguals;match1;NA;NA;NA
808;Bilinguals;match1;NA;NA;NA
810;Bilinguals;match1;NA;NA;NA
812;Bilinguals;match1;NA;NA;NA
824;Bilinguals;match1;NA;NA;NA
846;Bilinguals;match1;NA;NA;NA
849;Bilinguals;match1;NA;NA;NA
864;Bilinguals;match1;NA;NA;NA
883;Bilinguals;match1;NA;NA;NA
908;Bilinguals;match1;NA;NA;NA
913;Bilinguals;match1;8;13;5
914;Bilinguals;match1;NA;NA;NA
916;Bilinguals;match1;NA;NA;NA
920;Bilinguals;match1;NA;NA;NA
961;Bilinguals;match1;NA;NA;NA
1003;Bilinguals;match1;NA;NA;NA
1005;Bilinguals;match1;NA;NA;NA
1025;Bilinguals;match1;NA;NA;NA
1050;Bilinguals;match1;8;14;9
1091;Bilinguals;match1;NA;NA;NA
1099;Bilinguals;match1;10;13;7
1102;Bilinguals;match1;NA;NA;NA
1131;Bilinguals;match1;NA;NA;NA
1135;Bilinguals;match1;NA;NA;NA
1143;Bilinguals;match1;NA;NA;NA
1151;Bilinguals;match1;NA;NA;NA
1159;Bilinguals;match1;9;13;6
1170;Bilinguals;match1;NA;NA;NA
1221;Bilinguals;match1;NA;NA;NA
1244;Bilinguals;match1;NA;NA;NA
1257;Bilinguals;match1;NA;NA;NA
1269;Bilinguals;match1;10;NA;NA
1305;Bilinguals;match1;NA;NA;NA
1314;Bilinguals;match1;NA;NA;NA
1315;Bilinguals;match1;NA;NA;NA
1318;Bilinguals;match1;6;10;10
1321;Bilinguals;match1;NA;NA;NA
1326;Bilinguals;match1;NA;NA;NA
1350;Bilinguals;match1;NA;NA;NA
1357;Bilinguals;match1;NA;NA;NA
1359;Bilinguals;match1;12;16;NA
1362;Bilinguals;match1;8;12;5
1363;Bilinguals;match1;8;NA;8
1364;Bilinguals;match1;NA;NA;NA
1370;Bilinguals;match1;6;NA;NA
1375;Bilinguals;match1;NA;NA;NA
1384;Bilinguals;match1;NA;NA;NA
1391;Bilinguals;match1;11;13;NA
1402;Bilinguals;match1;NA;NA;NA
1467;Bilinguals;match1;NA;NA;NA
1481;Bilinguals;match1;NA;NA;NA
1482;Bilinguals;match1;NA;NA;NA
1484;Bilinguals;match1;NA;NA;NA
1488;Bilinguals;match1;NA;NA;NA
1495;Bilinguals;match1;NA;NA;NA
1500;Bilinguals;match1;7;NA;NA
1502;Bilinguals;match1;6;11;NA
1577;Bilinguals;match1;6;10;5
1581;Bilinguals;match1;NA;NA;NA
1583;Bilinguals;match1;NA;NA;NA
1601;Bilinguals;match1;NA;NA;NA
1608;Bilinguals;match1;10;13;3
1610;Bilinguals;match1;NA;NA;NA
1623;Bilinguals;match1;NA;NA;NA
1624;Bilinguals;match1;10;13;14
1630;Bilinguals;match1;8;NA;NA
1631;Bilinguals;match1;NA;NA;NA
1632;Bilinguals;match1;NA;NA;NA
1634;Bilinguals;match1;NA;NA;NA
1696;Bilinguals;match1;NA;NA;NA
1701;Bilinguals;match1;NA;NA;NA
1810;Bilinguals;match1;NA;NA;NA
1828;Bilinguals;match1;NA;NA;NA
1875;Bilinguals;match1;NA;NA;NA
